Sabrina,Carter,F,SabrinaCarter@westmont.edu,7.60,3924
Laura,Phelps,M,LauraPhelps@westmont.edu,8.66,4757
Bonnie,Hall,M,BonnieHall@westmont.edu,4.07,1994
Joanne,Kramer,F,JoanneKramer@westmont.edu,6.27,4091
Kimberly,Monroe,M,KimberlyMonroe@westmont.edu,2.48,4258
Alicia,Lucas,F,AliciaLucas@westmont.edu,4.12,2461
Andrew,Long,M,AndrewLong@westmont.edu,8.67,4546
Eric,Fowler,M,EricFowler@westmont.edu,4.24,163
Lori,Lopez,M,LoriLopez@westmont.edu,2.04,1137
Ross,Henry,M,RossHenry@westmont.edu,9.31,689
Charles,White,F,CharlesWhite@westmont.edu,1.34,3374
Brandi,Austin,F,BrandiAustin@westmont.edu,2.49,4479
Mark,Fernandez,F,MarkFernandez@westmont.edu,3.46,304
Patricia,Stone,F,PatriciaStone@westmont.edu,5.69,2182
Robert,Williams,F,RobertWilliams@westmont.edu,9.43,1401
Linda,Oneal,M,LindaOneal@westmont.edu,6.99,679
Kenneth,Cortez,M,KennethCortez@westmont.edu,5.71,1182
Jessica,Adams,M,JessicaAdams@westmont.edu,9.78,4591
Richard,Castro,M,RichardCastro@westmont.edu,1.25,4053
Erin,Warren,M,ErinWarren@westmont.edu,8.43,2405
Robert,Gutierrez,F,RobertGutierrez@westmont.edu,6.43,3726
Patty,Mcbride,F,PattyMcbride@westmont.edu,8.79,2773
Jennifer,Stevens,M,JenniferStevens@westmont.edu,2.34,3357
Kenneth,Brown,F,KennethBrown@westmont.edu,3.90,1537
Jason,Hamilton,F,JasonHamilton@westmont.edu,3.58,598
Toni,Brown,F,ToniBrown@westmont.edu,2.86,117
Pamela,Edwards,F,PamelaEdwards@westmont.edu,6.17,4306
Matthew,White,M,MatthewWhite@westmont.edu,9.52,1812
Alexa,Roman,F,AlexaRoman@westmont.edu,4.83,4936
Nicholas,Conrad,M,NicholasConrad@westmont.edu,0.46,3693
Joshua,Morales,M,JoshuaMorales@westmont.edu,9.17,1797
Cynthia,Coleman,M,CynthiaColeman@westmont.edu,0.68,3951
Tiffany,King,M,TiffanyKing@westmont.edu,9.95,3604
Allen,Ballard,F,AllenBallard@westmont.edu,7.58,523
Stephen,Welch,F,StephenWelch@westmont.edu,9.90,2641
Frances,Porter,F,FrancesPorter@westmont.edu,6.98,1632
Jessica,Logan,M,JessicaLogan@westmont.edu,1.09,3921
Victoria,Mcdonald,F,VictoriaMcdonald@westmont.edu,7.96,3151
Isaiah,Adkins,M,IsaiahAdkins@westmont.edu,5.99,4621
Donna,Rhodes,F,DonnaRhodes@westmont.edu,0.39,3268
Heidi,Hall,M,HeidiHall@westmont.edu,1.13,1604
Brandon,Cruz,F,BrandonCruz@westmont.edu,6.57,2131
Anthony,Harrison,M,AnthonyHarrison@westmont.edu,0.11,820
Jennifer,Palmer,F,JenniferPalmer@westmont.edu,2.20,3916
Clifford,Garrett,F,CliffordGarrett@westmont.edu,6.96,951
Jeff,Yang,F,JeffYang@westmont.edu,7.95,729
Joshua,Smith,F,JoshuaSmith@westmont.edu,9.23,428
Brad,Christensen,F,BradChristensen@westmont.edu,8.50,1812
Amy,Clark,F,AmyClark@westmont.edu,1.47,1040
Andrew,Cowan,M,AndrewCowan@westmont.edu,7.41,4343
Kenneth,Holt,M,KennethHolt@westmont.edu,8.21,2381
Amanda,Brown,F,AmandaBrown@westmont.edu,4.39,2751
Evan,Thompson,M,EvanThompson@westmont.edu,8.89,2613
Wayne,Garcia,M,WayneGarcia@westmont.edu,1.38,1839
Dana,Cox,F,DanaCox@westmont.edu,2.37,3029
Timothy,Travis,M,TimothyTravis@westmont.edu,5.35,3577
Cindy,Carroll,M,CindyCarroll@westmont.edu,5.12,4112
Lindsay,Johnson,M,LindsayJohnson@westmont.edu,2.66,184
Julie,Jones,F,JulieJones@westmont.edu,9.70,2104
Isabel,Martinez,F,IsabelMartinez@westmont.edu,0.82,3189
Tim,Mccann,F,TimMccann@westmont.edu,0.87,3054
Jay,Clark,F,JayClark@westmont.edu,6.18,1316
Melinda,Francis,M,MelindaFrancis@westmont.edu,3.81,950
April,Cox,F,AprilCox@westmont.edu,2.10,2845
Caroline,Hickman,F,CarolineHickman@westmont.edu,1.56,2123
Richard,Wolf,M,RichardWolf@westmont.edu,9.17,995
James,Irwin,M,JamesIrwin@westmont.edu,4.03,4326
Ronald,Matthews,M,RonaldMatthews@westmont.edu,8.65,3009
Kenneth,Hayes,F,KennethHayes@westmont.edu,4.72,3851
Phyllis,Anderson,M,PhyllisAnderson@westmont.edu,6.25,1698
Dalton,Lee,M,DaltonLee@westmont.edu,0.90,2043
Jonathan,Moran,F,JonathanMoran@westmont.edu,2.46,1923
Steven,Huffman,F,StevenHuffman@westmont.edu,3.93,4263
Kiara,Macias,M,KiaraMacias@westmont.edu,1.98,2862
Stephanie,Sullivan,M,StephanieSullivan@westmont.edu,2.68,4759
April,Chavez,M,AprilChavez@westmont.edu,0.12,4673
Jennifer,Vaughn,M,JenniferVaughn@westmont.edu,7.96,3182
Tony,Arias,F,TonyArias@westmont.edu,0.86,1749
Diamond,Haley,F,DiamondHaley@westmont.edu,2.30,3287
Colleen,Cook,M,ColleenCook@westmont.edu,9.96,2667
Lori,Munoz,F,LoriMunoz@westmont.edu,9.00,4531
Parker,Chase,F,ParkerChase@westmont.edu,6.44,13
Megan,Estrada,M,MeganEstrada@westmont.edu,1.78,2034
Henry,Jackson,M,HenryJackson@westmont.edu,5.84,3577
Taylor,Welch,F,TaylorWelch@westmont.edu,3.20,743
Kyle,Padilla,M,KylePadilla@westmont.edu,3.79,4271
Brittany,Brooks,F,BrittanyBrooks@westmont.edu,4.66,2304
William,Bush,M,WilliamBush@westmont.edu,2.67,2533
Allison,Norris,F,AllisonNorris@westmont.edu,3.58,36
Michelle,Garcia,M,MichelleGarcia@westmont.edu,5.94,1
Aaron,Rogers,M,AaronRogers@westmont.edu,0.53,4662
Justin,Stephenson,M,JustinStephenson@westmont.edu,2.35,4273
Alyssa,Robinson,F,AlyssaRobinson@westmont.edu,6.96,3858
Taylor,Simmons,M,TaylorSimmons@westmont.edu,2.64,2909
Blake,Sanchez,M,BlakeSanchez@westmont.edu,3.35,4508
Derrick,Perkins,M,DerrickPerkins@westmont.edu,7.32,568
David,Pena,F,DavidPena@westmont.edu,0.78,4615
Megan,Moreno,M,MeganMoreno@westmont.edu,5.12,4716
Elizabeth,Mason,F,ElizabethMason@westmont.edu,6.72,112
Stephanie,Robinson,M,StephanieRobinson@westmont.edu,6.52,809
Jessica,Fuentes,F,JessicaFuentes@westmont.edu,7.26,1530
Amber,Ramirez,F,AmberRamirez@westmont.edu,2.00,1008
Charles,Morales,M,CharlesMorales@westmont.edu,2.87,4493
Sergio,Guzman,F,SergioGuzman@westmont.edu,8.03,3896
Patricia,Williams,F,PatriciaWilliams@westmont.edu,5.87,3631
Jason,Duncan,M,JasonDuncan@westmont.edu,1.43,3205
Adriana,Gross,F,AdrianaGross@westmont.edu,4.42,4388
Amber,Patterson,F,AmberPatterson@westmont.edu,2.60,2243
Cynthia,Wallace,F,CynthiaWallace@westmont.edu,3.72,1469
Bradley,Murray,M,BradleyMurray@westmont.edu,8.18,101
Travis,Higgins,F,TravisHiggins@westmont.edu,7.40,4112
John,Baker,F,JohnBaker@westmont.edu,9.39,4664
Brittany,Perez,F,BrittanyPerez@westmont.edu,7.93,2431
Daniel,Velazquez,F,DanielVelazquez@westmont.edu,4.43,1977
Ernest,Salas,F,ErnestSalas@westmont.edu,9.24,785
William,Osborne,M,WilliamOsborne@westmont.edu,5.39,978
James,Hayes,F,JamesHayes@westmont.edu,6.31,2559
Bob,Pittman,M,BobPittman@westmont.edu,7.13,4449
William,Baxter,M,WilliamBaxter@westmont.edu,3.27,1072
Stephen,Carter,F,StephenCarter@westmont.edu,5.40,232
Melissa,Zavala,F,MelissaZavala@westmont.edu,4.14,4690
Kenneth,Shannon,M,KennethShannon@westmont.edu,0.14,2912
Joshua,Powell,F,JoshuaPowell@westmont.edu,9.12,1108
Erica,Cline,M,EricaCline@westmont.edu,0.17,2298
Carol,Petty,M,CarolPetty@westmont.edu,4.29,810
Rachel,Meyer,M,RachelMeyer@westmont.edu,6.72,4460
Tonya,Ware,M,TonyaWare@westmont.edu,3.96,256
Benjamin,Swanson,M,BenjaminSwanson@westmont.edu,0.04,3206
Stephen,Guerrero,M,StephenGuerrero@westmont.edu,5.63,4692
Jeffrey,Strickland,F,JeffreyStrickland@westmont.edu,3.25,882
Matthew,Welch,M,MatthewWelch@westmont.edu,6.22,2824
Alicia,Rivas,M,AliciaRivas@westmont.edu,8.99,4363
Brittany,Browning,M,BrittanyBrowning@westmont.edu,4.25,910
Joseph,Beard,F,JosephBeard@westmont.edu,2.63,4612
Amy,Flores,F,AmyFlores@westmont.edu,9.83,4940
Brooke,Burgess,M,BrookeBurgess@westmont.edu,6.20,341
Timothy,Tran,F,TimothyTran@westmont.edu,4.51,2790
William,Barnes,F,WilliamBarnes@westmont.edu,7.31,3502
Lisa,Harrison,F,LisaHarrison@westmont.edu,5.51,608
Nicole,King,M,NicoleKing@westmont.edu,7.46,2771
Elizabeth,Cruz,F,ElizabethCruz@westmont.edu,4.42,302
Todd,Nelson,M,ToddNelson@westmont.edu,2.38,522
Debra,Mcdonald,F,DebraMcdonald@westmont.edu,8.23,4949
Ronald,Cain,M,RonaldCain@westmont.edu,4.00,2511
Joseph,Lynn,F,JosephLynn@westmont.edu,0.30,2165
Andrew,Macias,M,AndrewMacias@westmont.edu,8.04,3148
Janet,Adams,F,JanetAdams@westmont.edu,0.82,151
Tonya,Pope,M,TonyaPope@westmont.edu,2.02,2612
Kelly,Garcia,F,KellyGarcia@westmont.edu,4.50,2745
Jean,Ray,F,JeanRay@westmont.edu,8.34,2363
Katherine,Orozco,M,KatherineOrozco@westmont.edu,3.52,1891
Tiffany,Myers,M,TiffanyMyers@westmont.edu,2.89,2603
Isabella,Terrell,F,IsabellaTerrell@westmont.edu,9.31,3052
Debra,Cruz,M,DebraCruz@westmont.edu,8.64,3125
Richard,Cook,F,RichardCook@westmont.edu,1.66,2823
Natasha,Reed,F,NatashaReed@westmont.edu,6.11,1256
Makayla,King,M,MakaylaKing@westmont.edu,2.35,340
Jeffrey,Thompson,F,JeffreyThompson@westmont.edu,4.76,2274
Ryan,Levy,M,RyanLevy@westmont.edu,3.39,4711
Michael,Knight,M,MichaelKnight@westmont.edu,9.54,164
Randy,Adams,F,RandyAdams@westmont.edu,9.89,3387
Robert,Holder,F,RobertHolder@westmont.edu,0.70,4106
Jennifer,Price,M,JenniferPrice@westmont.edu,9.86,538
Edgar,Evans,F,EdgarEvans@westmont.edu,8.36,1931
Brittany,Nichols,M,BrittanyNichols@westmont.edu,1.51,284
Bridget,Cook,M,BridgetCook@westmont.edu,6.12,2806
Erik,Cordova,F,ErikCordova@westmont.edu,3.20,4169
Erik,Goodman,M,ErikGoodman@westmont.edu,1.50,1699
Veronica,Shelton,F,VeronicaShelton@westmont.edu,4.73,3888
Linda,Becker,M,LindaBecker@westmont.edu,9.15,178
Craig,Myers,F,CraigMyers@westmont.edu,1.65,1010
Chris,Johnston,M,ChrisJohnston@westmont.edu,7.52,2017
Courtney,Thomas,M,CourtneyThomas@westmont.edu,0.95,3124
Nancy,Roth,M,NancyRoth@westmont.edu,6.69,3162
Andrea,James,F,AndreaJames@westmont.edu,6.17,797
Brandon,Kim,M,BrandonKim@westmont.edu,3.81,3310
Allen,Roberts,F,AllenRoberts@westmont.edu,1.01,2003
Tracy,Vega,F,TracyVega@westmont.edu,3.86,589
Jason,Barry,M,JasonBarry@westmont.edu,2.11,1764
John,Werner,F,JohnWerner@westmont.edu,7.43,3331
Shawn,Hanson,F,ShawnHanson@westmont.edu,2.52,998
Jennifer,Park,M,JenniferPark@westmont.edu,0.41,2482
Stephen,Silva,M,StephenSilva@westmont.edu,8.31,4110
Kristen,Little,M,KristenLittle@westmont.edu,8.69,938
James,Clark,F,JamesClark@westmont.edu,9.66,4619
Sarah,Roberts,F,SarahRoberts@westmont.edu,2.02,1666
Larry,Price,M,LarryPrice@westmont.edu,4.90,4113
Kevin,Blevins,F,KevinBlevins@westmont.edu,9.55,2844
Dawn,Waters,M,DawnWaters@westmont.edu,2.95,829
Matthew,Paul,M,MatthewPaul@westmont.edu,0.88,4964
Jonathan,Greer,M,JonathanGreer@westmont.edu,4.14,1252
Sarah,Harvey,F,SarahHarvey@westmont.edu,2.62,3331
Tina,Wright,M,TinaWright@westmont.edu,4.74,1600
Stacey,Williams,F,StaceyWilliams@westmont.edu,9.13,1721
Michael,Kirby,F,MichaelKirby@westmont.edu,0.44,4388
Janice,Kramer,F,JaniceKramer@westmont.edu,7.56,4871
Paul,Grant,M,PaulGrant@westmont.edu,5.93,1308
Anthony,Hernandez,M,AnthonyHernandez@westmont.edu,9.42,1901
Kristin,Prince,F,KristinPrince@westmont.edu,6.51,3941
Amy,Brown,M,AmyBrown@westmont.edu,1.42,706
Kenneth,Roberson,M,KennethRoberson@westmont.edu,8.93,2814
Aaron,Lewis,F,AaronLewis@westmont.edu,6.51,4776
Miguel,Harrison,F,MiguelHarrison@westmont.edu,2.57,131
Jose,Lozano,M,JoseLozano@westmont.edu,4.97,2647
Tanner,Snyder,F,TannerSnyder@westmont.edu,3.60,2349
Melissa,Kline,M,MelissaKline@westmont.edu,1.22,2743
Cynthia,Byrd,F,CynthiaByrd@westmont.edu,9.85,4811
Elijah,Singleton,M,ElijahSingleton@westmont.edu,6.30,3884
Patricia,Wong,F,PatriciaWong@westmont.edu,6.26,3380
Todd,Barrera,M,ToddBarrera@westmont.edu,5.99,656
Alfred,Ball,M,AlfredBall@westmont.edu,0.54,2950
Steven,Gordon,F,StevenGordon@westmont.edu,2.14,4220
Lisa,Rogers,F,LisaRogers@westmont.edu,5.70,1205
Cynthia,Campbell,F,CynthiaCampbell@westmont.edu,9.49,933
Shannon,Tyler,M,ShannonTyler@westmont.edu,0.46,3842
Joshua,Lam,F,JoshuaLam@westmont.edu,7.13,1450
Stefanie,Franklin,M,StefanieFranklin@westmont.edu,2.85,492
Vicki,Barber,F,VickiBarber@westmont.edu,5.28,375
Andre,Smith,F,AndreSmith@westmont.edu,3.39,2498
Katie,Mason,M,KatieMason@westmont.edu,2.70,4497
Christopher,Wilson,M,ChristopherWilson@westmont.edu,1.85,468
Gabriela,Stephenson,F,GabrielaStephenson@westmont.edu,6.18,3740
Beverly,Salazar,F,BeverlySalazar@westmont.edu,3.78,2449
Brian,Lang,F,BrianLang@westmont.edu,2.51,1975
Rita,Dyer,M,RitaDyer@westmont.edu,5.75,3697
Jorge,Jackson,M,JorgeJackson@westmont.edu,9.06,4516
Allison,Bishop,M,AllisonBishop@westmont.edu,8.65,1741
Jared,Bennett,M,JaredBennett@westmont.edu,3.62,3506
Mary,Woods,F,MaryWoods@westmont.edu,3.13,2736
Dean,Nolan,F,DeanNolan@westmont.edu,7.41,2057
Sandy,White,F,SandyWhite@westmont.edu,2.13,186
Danielle,Jones,M,DanielleJones@westmont.edu,9.86,2664
Charlene,Chen,M,CharleneChen@westmont.edu,0.00,143
Lauren,Lynn,M,LaurenLynn@westmont.edu,4.60,4577
Thomas,Campos,M,ThomasCampos@westmont.edu,0.31,3016
Brandon,Taylor,F,BrandonTaylor@westmont.edu,6.84,2374
Nathaniel,Gibson,F,NathanielGibson@westmont.edu,4.33,503
Cynthia,Short,M,CynthiaShort@westmont.edu,2.97,3671
Alexis,Edwards,M,AlexisEdwards@westmont.edu,0.47,1532
Matthew,Parks,F,MatthewParks@westmont.edu,7.17,4846
Megan,Neal,M,MeganNeal@westmont.edu,6.95,2354
Natalie,Owens,M,NatalieOwens@westmont.edu,4.66,807
Nancy,Rodriguez,F,NancyRodriguez@westmont.edu,7.43,1712
Chelsea,Robinson,M,ChelseaRobinson@westmont.edu,0.80,1078
Earl,Rogers,F,EarlRogers@westmont.edu,0.72,276
Sean,Harris,M,SeanHarris@westmont.edu,6.45,3503
Thomas,Young,F,ThomasYoung@westmont.edu,6.51,2444
Elizabeth,Osborn,F,ElizabethOsborn@westmont.edu,9.98,4710
Karen,Pham,F,KarenPham@westmont.edu,0.88,4245
Edwin,Thompson,F,EdwinThompson@westmont.edu,4.78,3176
Lauren,Williams,M,LaurenWilliams@westmont.edu,1.40,1737
Kristy,Berger,M,KristyBerger@westmont.edu,6.52,3273
Charles,Sheppard,F,CharlesSheppard@westmont.edu,0.71,2768
Sandra,Cain,M,SandraCain@westmont.edu,2.72,1514
Traci,Herrera,M,TraciHerrera@westmont.edu,1.12,3517
Mary,Miller,M,MaryMiller@westmont.edu,6.25,1229
Jason,Winters,F,JasonWinters@westmont.edu,4.48,1491
Sherry,Olson,M,SherryOlson@westmont.edu,1.89,507
Heather,Roman,F,HeatherRoman@westmont.edu,6.76,2389
Nicole,Gray,F,NicoleGray@westmont.edu,1.22,1777
Brian,Moran,M,BrianMoran@westmont.edu,4.04,4094
Casey,Reeves,M,CaseyReeves@westmont.edu,3.92,2980
Mary,Rodriguez,F,MaryRodriguez@westmont.edu,8.13,150
Donna,Conley,M,DonnaConley@westmont.edu,9.37,2063
Julie,Butler,M,JulieButler@westmont.edu,5.23,2872
Amber,Kent,F,AmberKent@westmont.edu,1.22,4155
Donald,Norman,M,DonaldNorman@westmont.edu,9.43,1375
Philip,Decker,F,PhilipDecker@westmont.edu,5.42,1628
Tiffany,Ramsey,M,TiffanyRamsey@westmont.edu,2.65,1644
Cody,Parks,M,CodyParks@westmont.edu,3.28,1883
Cathy,Carpenter,M,CathyCarpenter@westmont.edu,8.36,2955
Virginia,Drake,F,VirginiaDrake@westmont.edu,3.18,3750
Kara,Davis,F,KaraDavis@westmont.edu,8.59,4301
Jill,Reed,M,JillReed@westmont.edu,1.56,2897
Jesus,Gardner,M,JesusGardner@westmont.edu,6.05,3136
Lydia,Peters,M,LydiaPeters@westmont.edu,2.95,523
Amanda,Jones,F,AmandaJones@westmont.edu,0.22,1592
Emily,Sweeney,M,EmilySweeney@westmont.edu,7.78,2163
Elizabeth,Sanchez,F,ElizabethSanchez@westmont.edu,7.00,2420
Cheryl,Turner,M,CherylTurner@westmont.edu,6.23,2183
Kimberly,Gonzalez,F,KimberlyGonzalez@westmont.edu,3.36,1915
Michael,Lopez,F,MichaelLopez@westmont.edu,0.14,2204
Sherry,Bond,F,SherryBond@westmont.edu,4.29,3428
Patricia,Gibbs,F,PatriciaGibbs@westmont.edu,9.07,4406
Jason,Pacheco,F,JasonPacheco@westmont.edu,2.63,3239
Clifford,Anderson,M,CliffordAnderson@westmont.edu,1.84,526
